t,l,EEG Fp1_Delta.dB,EEG Fp1_Alpha.dB,EEG F3_Delta.dB,EEG F3_Alpha.dB,EEG C3_Delta.dB,EEG C3_Alpha.dB,EEG P3_Delta.dB,EEG P3_Alpha.dB,EEG O1_Delta.dB,EEG O1_Alpha.dB,EEG F7_Delta.dB,EEG F7_Alpha.dB,EEG T3_Delta.dB,EEG T3_Alpha.dB,EEG T5_Delta.dB,EEG T5_Alpha.dB,EEG Fc1_Delta.dB,EEG Fc1_Alpha.dB,EEG Fc5_Delta.dB,EEG Fc5_Alpha.dB,EEG Cp1_Delta.dB,EEG Cp1_Alpha.dB,EEG Cp5_Delta.dB,EEG Cp5_Alpha.dB,EEG F9_Delta.dB,EEG F9_Alpha.dB,EEG Fz_Delta.dB,EEG Fz_Alpha.dB,EEG Cz_Delta.dB,EEG Cz_Alpha.dB,EEG Pz_Delta.dB,EEG Pz_Alpha.dB,EEG Fp2_Delta.dB,EEG Fp2_Alpha.dB,EEG F4_Delta.dB,EEG F4_Alpha.dB,EEG C4_Delta.dB,EEG C4_Alpha.dB,EEG P4_Delta.dB,EEG P4_Alpha.dB,EEG O2_Delta.dB,EEG O2_Alpha.dB,EEG F8_Delta.dB,EEG F8_Alpha.dB,EEG T4_Delta.dB,EEG T4_Alpha.dB,EEG T6_Delta.dB,EEG T6_Alpha.dB,EEG Fc2_Delta.dB,EEG Fc2_Alpha.dB,EEG Fc6_Delta.dB,EEG Fc6_Alpha.dB,EEG Cp2_Delta.dB,EEG Cp2_Alpha.dB,EEG Cp6_Delta.dB,EEG Cp6_Alpha.dB,EEG F10_Delta.dB,EEG F10_Alpha.dB
1002.0,1,-76.37334058934414,-94.11077703635192,-83.81342048570974,-96.2333038850669,-78.24253429963682,-94.77530491685891,-75.66067045651609,-93.37956105920867,-74.05347861016847,-92.0115895351769,-83.51040743107554,-96.13925719751452,-76.73691974670147,-92.88056913076424,-74.37190292546363,-91.56661501781136,-78.48713905136015,-95.15138138457124,-79.2443915006655,-94.89196378591096,-77.38964724545029,-93.98668222258803,-76.63605132446838,-93.73346041392828,-75.54306412040737,-92.30622424327666,-84.16378363633582,-98.23631968384225,-77.99899520636222,-94.5991031023943,-76.91345974053701,-93.68734078156295,-78.11329378916197,-93.03252545009009,-82.61026100174305,-94.73589628284688,-78.06068691762668,-93.9380758005849,-76.27867230993273,-93.14099993333511,-74.55505778768007,-91.80805870447878,-84.38546788162049,-93.67501203618266,-76.47485716002573,-91.25385446621135,-74.33561012950442,-90.5669463879336,-79.71791200454848,-94.19697524105257,-78.79059033121405,-93.00155323925203,-77.69649892594033,-94.48630871441885,-76.19440359001587,-92.49027612618205,-74.6855254069597,-90.93237427894523
1004.0,1,-71.2888188757967,-86.81588879075477,-75.58044197064157,-87.16786756999517,-74.79571416291412,-87.14811472518824,-73.40301422241636,-85.58936961970245,-70.50059221140856,-88.12932646352868,-72.10684046980826,-86.88903544561072,-73.51148121673461,-86.51926166170496,-72.76301011292995,-85.99652476576728,-75.25870406322966,-88.18598698977925,-74.29907326147175,-86.86429170286688,-74.76459407950486,-83.56741873551971,-73.62591788346789,-86.04091962463029,-72.01631542558476,-86.89794008685013,-74.9532203509043,-86.91337619791065,-76.30345542141941,-85.43976537308862,-74.62798239191193,-88.91834262716029,-72.81204240654954,-85.76895658284431,-75.70854428638322,-87.3943191498459,-73.79999793529272,-86.88758781350373,-73.52845970409226,-87.96319685165778,-72.4096376189313,-87.88711594538407,-73.53120866675793,-86.61293899225507,-73.31518782112602,-85.23504392338332,-71.57014437531613,-85.59819559599956,-75.2487110287368,-86.90346776483294,-74.45085747813604,-87.53687682988449,-73.97665315518299,-89.57546480424793,-73.48313052975712,-87.21723910423827,-71.78981734254789,-87.12285612136974
1006.0,1,-72.24513404040245,-92.11388699640719,-79.12162881105598,-92.1663874239605,-74.40651480848886,-94.61208681505106,-72.30532219146457,-91.13589996959176,-66.66308979057179,-90.20818671116712,-79.95952366762289,-92.61554940571457,-73.61207087894672,-91.63802827159975,-72.39261764898791,-90.2140422237807,-76.83890485167913,-95.69472722823255,-76.18228613335644,-93.63213354601909,-73.78299822351396,-93.38964749810785,-73.11241266866398,-92.79791944869115,-72.45860984179144,-91.18762240748943,-79.60895467672088,-95.80023074036454,-75.30609056211706,-94.91303936963516,-74.4611554300518,-93.28318978968736,-72.66881206559843,-94.53216641315954,-78.22553987421556,-93.38915346190649,-69.0945605882074,-91.21487417090546,-73.36749398631724,-91.99144915004675,-72.07151217262987,-90.74661100601523,-72.73874927758656,-93.32619665792551,-72.76559907890605,-92.98522784202753,-71.65559566862899,-90.46510325514129,-75.82160347622309,-91.57846046623739,-73.04664478873782,-94.30379032116383,-73.46898706276984,-93.28154460016121,-73.41395446542323,-91.85038542376297,-70.40615203980609,-92.58167146731685
1008.0,1,-77.04110813493409,-94.27223989558014,-85.49714371531218,-94.59708895676786,-77.62855495475883,-92.59455230250751,-75.20767631023341,-92.69354381945357,-74.0129523895569,-90.63808719189493,-83.78874030701454,-92.98041705817668,-76.22258047188923,-91.08600967727855,-74.23391113821266,-89.58254797136318,-79.55711439215193,-94.69244014010766,-79.05501371330578,-93.27931501703583,-76.75422431240047,-93.36131315656013,-75.94190982005526,-92.44314349919551,-74.72971443080687,-90.26075106198837,-86.49003671269647,-97.33255480196712,-78.3329928984194,-94.68340472172486,-77.06804531674642,-93.31081171666689,-75.63281846610438,-92.0638452538215,-86.36719659940943,-93.74826731948632,-77.73404398983489,-94.50511260457654,-76.29351464533791,-94.02538406114516,-74.24134107207982,-90.92313570249588,-83.60631792641982,-95.38984516944097,-76.254795540537,-91.97139771311817,-74.06954326623398,-89.19176342367354,-79.31107756691807,-94.7535028141187,-79.00964080467118,-95.14719673327498,-77.02229825941113,-94.61540203132793,-75.80724741970896,-93.06710702208392,-75.495069898094,-92.05085142379127
1010.0,1,-76.85647670019262,-94.2247757836063,-82.4183221747843,-95.94899927256259,-77.01980703149069,-94.48649600056262,-75.9411197993721,-92.83132526449835,-75.14902711231211,-90.55139941406155,-83.1621743758912,-94.25252866394537,-76.27904688017502,-91.44689517330625,-75.01498766884431,-91.9606334678748,-78.2377022049492,-96.1214603071891,-78.1016409809389,-94.64238302081803,-76.50565315215323,-93.61995472033662,-76.06338573564267,-93.36166816111687,-75.08971443291725,-91.43557704718307,-86.54065029057294,-97.92968567151556,-78.03310062835452,-95.62652476831268,-75.81879814061492,-92.9367724122632,-75.54095037785585,-93.45134357525389,-86.24699930042962,-95.34979382452292,-78.04951240207598,-94.06399280216164,-75.76974474285791,-93.45639135882635,-74.6488588496919,-90.75251784349655,-84.80403183313484,-93.53356132249176,-77.15815909718509,-92.98169713897158,-75.15778113242528,-91.13556737785521,-79.255548731495,-95.1378348156357,-80.32150868299327,-93.70627609414356,-76.37227070306834,-93.32768403868641,-76.31061716602987,-92.94254167277717,-76.25599505970528,-91.87858349619279
1012.0,1,-77.95593797605366,-92.92702860534786,-84.7944258924207,-95.40076997060864,-78.64740129626843,-94.13603399981413,-77.50872775685015,-92.4926084731724,-76.43031503193374,-90.60378538470343,-82.38275160750183,-93.24046563704229,-76.90468766153379,-91.49936920715965,-75.32640370427238,-91.6592853565062,-79.95079658243219,-94.30618741534515,-78.83931419167054,-95.14554897666952,-77.08955569834175,-93.04979078432947,-77.54923862828002,-93.02164141953725,-75.09344376213143,-90.5201339630154,-85.08298438716692,-97.69030049827805,-79.30277233976115,-93.72777695649432,-77.17729704946575,-92.51968793379207,-76.254637273047,-91.73346972582627,-85.41445388519607,-94.18794524477279,-79.07401975532473,-92.78989156489018,-76.84599857703029,-92.34668250752016,-76.1042532767438,-90.86900660241399,-84.39858536082116,-94.73436624316042,-77.83382234926304,-92.54167136852173,-76.03924733150109,-89.46248628394271,-79.67821629179436,-93.47486905965735,-80.47940948986898,-93.97978608160105,-77.83000379024753,-92.89477962504732,-77.38290775112237,-91.92969402012524,-76.24816252792738,-92.62300732247792
1014.0,1,-77.34539127236694,-95.15513070776663,-90.7120571082303,-97.06785448664687,-73.29279317029608,-94.49393042001094,-80.37540655649089,-93.78947115546146,-79.77002508915726,-92.58224509602397,-81.62516060134051,-94.99131683457782,-83.21818619395779,-93.28242727006979,-79.89858764144404,-93.43068210400824,-83.10256999923581,-97.08813265041772,-86.71409421584886,-96.63153966980978,-80.85865994935297,-94.8205238691166,-81.23909741623476,-94.47674724979856,-83.3447228648197,-95.88364682975256,-87.28979125929202,-98.8149536459195,-81.65015932261,-96.02637861352113,-79.97580065050441,-95.07698195587611,-82.35824513771394,-96.14376308164421,-82.81333060223923,-93.74947550478583,-80.03623509965108,-94.42827787976597,-79.03474655841192,-95.10058765831751,-78.80250106362337,-93.24489175900993,-76.40763999722411,-90.5284692900719,-77.58606002619302,-92.75130621348373,-78.0671973495002,-90.83333865101042,-81.60268588554945,-95.76361138001423,-79.66953302702747,-93.77773689229839,-80.56836582082306,-95.54446308882098,-78.47820164717824,-94.29988878939966,-75.18934380981861,-90.41210288428353
1016.0,1,-77.36183650016102,-96.05090000954135,-90.82716007395022,-96.76672495271418,-80.41691069008658,-95.3793705758927,-80.00713227707182,-93.88753257330995,-78.94711776752509,-92.30262209583996,-84.30553703547344,-94.64506486410913,-82.08233503957038,-94.39399800165921,-79.48818955113691,-92.42829366308997,-83.37222855808031,-97.37468088992676,-85.59643211067501,-95.62539148972091,-79.8102345222303,-95.07899933399139,-81.18739464770454,-94.82412129459055,-80.6910292312677,-94.00427131754239,-90.11060934722464,-98.19949593699377,-80.31684440462668,-96.49524647064953,-79.36231279339295,-94.3509113202058,-81.1278289471118,-96.85822323952104,-83.16207899929367,-95.63200642255399,-79.80348766057313,-94.85883381182299,-78.23629579461051,-94.26715860463571,-78.06507366008277,-92.14351098471752,-80.88249626766819,-93.5987915245755,-78.22940267552062,-92.70116850953883,-77.4545042456846,-91.15002626634876,-80.74621409731324,-95.81245929763469,-80.05665828208174,-94.67788199492189,-78.88231373316952,-95.00225604501341,-78.11755771652568,-94.55900030713525,-76.09370612511442,-93.10324879755186
1018.0,1,-77.08376009968124,-95.02826999345689,-85.42388536915547,-95.17216652160393,-79.1259939810611,-95.85090572402221,-77.45474757173709,-94.51299497015307,-77.57371970948074,-92.05579021376202,-82.90876191901917,-96.63800960379783,-77.57000135218688,-92.06726935129905,-76.62089315593661,-91.81134171916693,-79.88077084616195,-96.81321662754405,-79.88947323882903,-96.00174717900124,-77.77401032234087,-95.88512425989698,-77.63373389572264,-94.1024180315962,-76.01046150101492,-93.42406365557137,-85.325432650803,-98.07697602379696,-77.87339475892354,-96.53864644974342,-77.24469498453614,-95.82593431935558,-77.01708132459223,-94.93908041483118,-84.03652706573615,-96.1142944459794,-77.91666141554413,-95.83016132839548,-77.17091627579882,-95.20548383708675,-77.20677735010565,-92.26715324775961,-85.32238646642348,-96.82124979568066,-76.6479103417033,-94.20433206677588,-76.30830626370782,-91.32381354279346,-78.38800684181973,-96.39102855649512,-79.7910522128622,-96.22072613575338,-77.81398143975099,-95.82689640665333,-77.2535822941113,-94.85099483810015,-76.10376485809428,-92.99155477064207
1020.0,1,-81.8256778488994,-97.15542409926309,-87.75584968882498,-96.73074058635551,-81.86208350777186,-96.91589673071033,-80.53732240221343,-96.02927731253135,-79.2269568234696,-94.87560009210462,-87.57935312926243,-94.73704222022427,-81.06156586675924,-94.06445965734541,-79.57259657195647,-94.95836062369953,-83.79913371336833,-97.74480411119305,-83.74694187439188,-96.11411750275813,-81.30147876173056,-96.72585495225434,-80.71068689894366,-94.7312009060898,-80.06068010519228,-93.96178684692535,-89.33690830021995,-98.39059543367787,-82.16619908064689,-97.37861463426273,-79.32183089075605,-96.79317004499322,-79.99915786623934,-95.57970476315349,-88.63726926311537,-96.0566836063819,-83.25628266974498,-96.79682577943554,-79.80836607680553,-96.52932301579159,-77.95205899558142,-94.67328300315982,-83.9125234214379,-95.79088833519901,-81.72659938848811,-95.10794304405394,-79.42786511629619,-92.43711351355162,-77.78182503972262,-94.91194275029636,-84.58515309748414,-96.42050840096927,-81.55257327361547,-96.923672907799,-80.8115679535055,-95.90796548761966,-81.1767140066344,-94.72142270591165
1022.0,1,-78.88385953312007,-97.30595002675628,-84.95328088075217,-96.37266041464721,-74.3166625388087,-95.14874071764753,-79.10623394538828,-94.92811077765285,-78.20458579120948,-92.4714053697398,-82.28175503312427,-95.1514435121237,-78.56055680951808,-93.00501371598386,-78.56346366944227,-92.37918991710423,-81.28191766985951,-97.56472929363835,-80.85417479209045,-94.37415740112412,-79.72109364703702,-96.23131478958379,-78.1428440948007,-93.70341092716073,-77.81438379997938,-93.08522105913707,-86.12178390749943,-98.45658616199097,-79.73964986355716,-96.6531664389999,-78.4878354084218,-96.1567975054342,-78.29060741576657,-96.04109881620978,-84.45560439337697,-96.8315250719649,-78.65057432183404,-96.01332150902635,-77.92146244054663,-95.40284627280337,-77.25660084810933,-92.86852654380547,-85.16648325824602,-96.56048641918355,-78.34656549224847,-93.96361392935657,-77.54302868173386,-93.38448714564541,-80.0336545178969,-96.69659977768495,-80.78985170626251,-96.15220781545959,-79.05266041325032,-96.39376587269072,-78.21676916916341,-94.74684465455822,-77.87527490083613,-93.2623765396705
1024.0,1,-86.69190078362053,-97.08477568922422,-88.5691105178445,-95.50644246434386,-68.40806793078487,-84.75653729271033,-88.10709521251883,-95.71134998070673,-85.05188866296555,-93.42529352538514,-79.84729420050192,-94.86663277012781,-86.53869366963477,-94.27658180589135,-87.06524643787893,-95.1485178020691,-93.79405937302602,-97.66652132419796,-87.9029807384791,-96.11909061033806,-90.41373287644436,-97.06079952109698,-88.49411778242292,-96.27347544477688,-84.11564254510645,-95.82353517754298,-94.3799766119362,-98.81059956427735,-91.31334808927264,-98.66778219992918,-84.42536404127105,-96.19525411882846,-88.66486045571096,-97.42171542256152,-87.53347674728298,-95.87213365677357,-89.59306094788033,-96.55916699283065,-85.43299780063295,-96.59882363308361,-82.6137554467421,-95.27169159716013,-78.52494810985287,-92.53649655232661,-85.64825235500025,-95.46412259883513,-83.13306393255068,-93.64080988002327,-91.66487005722294,-98.57799483865733,-86.55905546756715,-96.14529828371249,-88.54320027251099,-97.34612813822089,-86.63815083125938,-96.03956188625061,-82.60161164474786,-93.66820675455463
1026.0,1,-88.94700020943466,-97.06857353559127,-90.04338680471685,-95.67751826317084,-85.64594193733106,-96.56235696640506,-88.6656564866186,-95.04775998826969,-88.96440602887375,-92.34915143215278,-81.30777597563758,-94.20283290284901,-87.3025652043117,-93.13255498796951,-88.74097633380877,-92.23199998471031,-94.70399576978656,-96.82706605518075,-89.37058563809812,-96.15745375289252,-90.60339462202816,-96.3173050803417,-88.22620219705439,-95.64782180045836,-84.22057653494608,-94.61348631590022,-91.96579575834848,-98.21470115028539,-93.1997851449914,-97.70972153033789,-87.10472355327042,-96.01958650438158,-92.50636716114283,-96.75633671118747,-90.50715097127382,-94.99695534696336,-89.51657507050373,-95.05286068135193,-87.55205808443984,-95.24363393378017,-87.37719221263427,-92.69679527247185,-79.61724509228463,-92.51536675245838,-86.80033553258758,-95.29235253505936,-88.3155625414287,-93.07955900237062,-92.38820153514611,-97.7154528338582,-87.97078187601984,-96.03914486206561,-90.00155869894121,-96.74596694329796,-88.38628243461712,-94.80724283370593,-83.240846153846,-93.58205907153058
1028.0,1,-91.36770887706558,-97.24039727707152,-89.86939253982463,-96.66266049329336,-90.08422033753143,-96.45040591553062,-92.75000893459347,-95.66265177926796,-87.29005669957962,-94.1183726349867,-81.97275038327342,-95.77935106717723,-85.10200200154966,-94.9730261520135,-88.58054066037701,-93.70790779332638,-91.91686531308478,-97.03435412130614,-88.01602668124696,-96.35358494452987,-88.64993247247259,-96.57952182348191,-88.55331361283439,-95.26778707812213,-82.8803877018325,-95.88012856235848,-93.8714860639805,-98.1841216790154,-92.97091930971634,-97.08907501572423,-86.78744973133816,-96.22779959947894,-87.68683581688727,-97.52154210235628,-87.73503617370659,-95.10311981331584,-89.51861737211198,-95.78173918524725,-87.78722843973921,-95.48589261823663,-85.49339791545353,-93.96445047774947,-79.30226661724393,-94.47175605831559,-85.80192283073474,-92.7895582066256,-86.91144725055526,-92.91141649789839,-91.4544227686477,-97.03505548740928,-87.57615642315642,-95.75614440637582,-92.10443056741144,-96.13455335275852,-88.79703623378164,-95.0708197753025,-81.78879458435817,-94.551034983511
1030.0,1,-79.66988254256097,-95.38802214409037,-87.8727099545543,-96.51230369540728,-80.72623896408479,-95.77928530874046,-79.94648069651726,-94.50511008220643,-78.39455552684339,-92.94499827115976,-87.82709462824131,-96.32585822164195,-79.54977165737654,-93.39489698587911,-79.30248274618705,-92.44317005403272,-81.62366869140341,-96.76711841231672,-82.32112156546609,-94.83811014925655,-80.27769461666833,-95.25018070804556,-79.90146811084216,-94.11190522661414,-78.90120992588271,-94.28915068297837,-87.66530886631024,-98.02356440207865,-80.58774781698226,-96.92967625272593,-79.87312047151747,-95.1433691438246,-78.3059459871287,-96.13803465315499,-86.68011790343272,-96.03587219033317,-81.06242858394992,-95.46493274609689,-80.73313870045888,-94.98530030346608,-78.45980689802431,-93.2587407560002,-83.9166935166401,-95.92218313316877,-80.64365422909273,-93.27810695375939,-79.1559505787386,-92.8964589607741,-81.29804412543363,-97.16131591201425,-83.36954574547772,-95.45500822490347,-80.48731872648092,-95.70412434473442,-80.49729703566035,-94.31548950555884,-78.89028536094335,-94.27551353935283
1032.0,1,-77.49375597979059,-93.8392556059213,-85.87667712672788,-97.29445636158884,-79.52746236581545,-94.45934048887692,-77.81483593547738,-92.89956732322031,-75.97945438780192,-91.84777054692402,-87.69511775285308,-95.7741120861972,-78.31998576037422,-93.32431036026365,-76.69875123643831,-91.79224611435552,-80.45117628612006,-95.77199397318853,-81.42548182330083,-94.94604764567183,-78.62719727309347,-93.57699358754188,-77.84984751366297,-93.57976141045458,-76.9121459600346,-94.15766132296221,-86.33536972375474,-98.54258032723429,-79.10828909461897,-94.93208491611169,-76.31919847787374,-93.23633319081242,-77.93608580940337,-94.18576725112707,-83.8868583801817,-95.90653189247752,-78.483540669764,-94.82468531637616,-76.71179537549781,-93.5080029439102,-76.83702259744942,-91.6294610555747,-82.8198986761721,-95.65651980273125,-76.57242384320615,-93.13646931331883,-75.86106056876315,-91.86815795172268,-79.02363451088621,-95.40022483937422,-78.83401132517308,-95.61574127594184,-77.89263406952837,-94.00012995366039,-77.2925305771321,-94.03472659426566,-74.71196174655736,-93.59438576349426
1034.0,1,-80.73860189529832,-95.37060261898382,-87.59098566267404,-97.21952308340721,-81.7698807241807,-95.39341270827637,-81.77786168468175,-93.56242858796408,-81.11545812357029,-91.5266884006894,-84.976559689033,-94.78767902725716,-81.30261853762649,-94.29351504143091,-80.54624573034367,-92.21765851357021,-82.52139946514562,-97.09079500368789,-79.67139148872133,-95.49042813953342,-80.75196518319446,-94.47096385813273,-81.13141496007628,-93.90966706996704,-79.9028796824172,-94.04840126732417,-87.66168956270704,-98.3039010657628,-82.18460551168491,-96.35542142137143,-83.02415268384003,-93.87370233834292,-79.72945972483521,-94.5642585972246,-88.92030263868135,-94.33188333445324,-80.454955701693,-94.38211450150474,-83.02896276090095,-94.00431307877967,-80.98253701528344,-91.74370326993449,-83.5730639515792,-94.05381136388306,-81.07684415908165,-92.56914282343325,-80.18057801053656,-91.85555390164056,-82.37165489252806,-96.16342685876074,-83.6071704266889,-95.18598365434738,-81.58302191331138,-94.89843141295066,-81.28981883779522,-93.59264219692294,-79.1883644124218,-94.0614950146462
